;ID_Empf‰nger;avg_Gewicht;avg_Frequenz;std_Gewicht;std_Frequenz;variability_Gewicht;variability_Frequenz;Frachtkosten;Sendungen;Gewicht;Frequenz;Nachfrage
0;997;6137.784117647058;2.0;4327.645461797732;0.8944271909999159;0.705082710445142;0.4472135954999579;11334.29;102;313026.99;2;3069
1;1291;2694.567864919735;1.5294117647058822;3425.6692565513467;1.4332193297115494;1.2713241708066574;0.9371049463498592;6504.96;78;137422.96111090647;2;1762
2;1321;9516.516019607843;1.96078431372549;10730.689645384888;1.3260585856397975;1.1275859383071871;0.6762898786762968;9868.28;100;485342.317;2;4853
3;706;2810.853494545351;2.392156862745098;2666.637299760104;1.342809463364762;0.948693094440849;0.561338382226253;10370.184092490575;122;143353.5282218129;2;1175
5;1063;2249.7466078431376;1.5098039215686274;3963.912939063541;0.7313699206176815;1.7619375112043387;0.4844138435259968;4513.637636996231;77;114737.077;2;1490
6;1245;7602.611376898292;2.764705882352941;7914.907202444509;0.9713544212926124;1.0410774416926236;0.3513409608930726;10509.78;141;387733.1802218129;3;2750
8;1120;2330.5602156862747;1.4509803921568627;2423.9399548641577;0.7826551089770276;1.0400675076101331;0.5393974399706541;5170.87;74;118858.571;1;1606
10;1222;2544.680747272676;3.0980392156862746;1634.1995064568944;0.9220607780571584;0.6422021733800548;0.2976272131703486;9272.67;158;129778.71811090648;3;821
12;1297;7155.667078431373;3.2549019607843137;4974.841147467874;1.1805615147869586;0.6952309397488672;0.3627026340610535;12786.45;166;364939.021;3;2198
13;1300;1310.4805969338404;1.803921568627451;1380.0864487790857;1.058671012980657;1.053114751952912;0.5868719745871033;4704.481729486808;92;66834.51044362586;2;726
15;1169;2568.1096078431374;1.1372549019607845;3475.307554732675;0.8250965481236061;1.353255150838932;0.7255159302466192;4592.4800000000005;58;130973.59;1;2258
16;1142;621.1250065239096;1.5294117647058822;656.7944071443352;1.1550401062555464;1.0574270883409562;0.755218531013242;3485.7952739924617;78;31677.37533271939;2;406
17;1173;1465.6706514080968;2.0980392156862746;1882.9144636587748;1.3893149673243186;1.2846777424722424;0.6621968535844883;5199.732910988692;107;74749.20322181293;2;699
18;1064;516.9683529411765;1.392156862745098;772.1706008402243;0.8961792537779263;1.4936515870790377;0.6437343935587921;3264.616455494346;71;26365.386;1;371
19;1272;2110.7406274509804;1.2941176470588236;3451.677283481756;1.1540211028756593;1.6352920101083892;0.8917435794948276;4407.51;66;107647.772;1;1631
20;1315;3099.6299019607845;1.5490196078431373;5682.253637484981;1.205217415907953;1.8332039040823755;0.7780517495101974;5572.51;79;158081.125;2;2001
21;1184;613.5597494473124;1.411764705882353;1027.859813020313;0.9203579866168444;1.675239964724213;0.6519202405202649;3306.65;72;31291.54722181293;1;435
22;1024;1133.5866274509806;1.6274509803921569;1147.6544157743822;1.1306773954355944;1.012409980836696;0.6947535803278954;4906.21;83;57812.918;2;697
26;1337;28064.1065315864;4.176470588235294;11359.152794504636;0.841567165541555;0.4047573287864985;0.2015019973831892;35127.47;213;1431269.4331109065;4;6720
27;1389;2646.8100021746363;2.4705882352941178;2244.516212866231;1.3468918468306292;0.8480080591436944;0.5451705094314452;10944.59;126;134987.31011090646;2;1071
28;1329;3500.2588257040484;3.0392156862745097;2480.584877972073;1.3410560661467588;0.708686129081647;0.4412507056353851;13477.00527399246;155;178513.20011090647;3;1152
29;1269;11345.837901960782;3.803921568627451;6624.820104781793;1.058671012980657;0.5838987091148988;0.2783104209382139;23115.22;194;578637.733;4;2983
33;1281;22770.55784313725;4.666666666666667;13167.264596507805;1.570562531918633;0.5782583231915086;0.3365491139825641;27694.59;238;1161298.45;5;4879
34;1282;2550.395141604175;1.9803921568627447;2549.3136249433983;0.8121624487362458;0.99957594153034;0.4101018305499854;8255.78;101;130070.15222181292;2;1288
35;1067;4052.3292352941176;1.3529411764705883;4784.543446073573;0.9761870601839528;1.1806897140543695;0.7215295662229216;7559.280000000001;69;206668.791;1;2995
36;1026;2709.412470588236;1.6470588235294117;3101.311918166242;1.016337137209198;1.144643701109459;0.6170618333055845;7767.53;84;138180.036;2;1645
37;1252;886.3246710159398;1.7450980392156863;791.7755665495298;0.716746461586019;0.8933245259234022;0.410719882481876;6056.16;89;45202.55822181293;2;508
38;1284;39234.2896688413;5.019607843137255;17520.107656455766;1.4211290733558493;0.446550907492782;0.2831155575826106;42258.09881849812;256;2000948.7731109064;5;7816
39;1285;784.9033965061358;2.0980392156862746;883.6147354725609;1.153341267115407;1.125762405164536;0.5497234076905211;7302.925273992462;107;40030.07322181293;2;374
40;991;502.0323921568627;1.03921568627451;639.398349037283;0.8476033108412327;1.2736197086611485;0.8156182802434503;3877.43;53;25603.652;1;483
41;1226;3624.481960784313;2.7254901960784315;3910.8185753688895;1.0407388024389024;1.0790007007022366;0.3818538052113958;12286.802910988692;139;184848.58;3;1330
42;1080;1749.9098823529412;2.07843137254902;2055.8796617197963;1.0167229171195458;1.1748488779064703;0.4891780072933663;8466.456455494346;106;89245.404;2;842
44;914;342.495705882353;1.03921568627451;468.2152584287827;0.9372466978064096;1.367068989149938;0.9018788978891866;3528.647636996231;53;17467.281;1;330
45;1273;11004.457376898292;3.3529411764705883;6835.324656387799;0.9343132111185136;0.6211414540745306;0.2786548173511356;13016.26763699623;171;561227.326221813;3;3282
47;1208;1286.655549019608;1.588235294117647;1354.0170874639405;0.898364527087647;1.0523539796611925;0.5656369244625926;4368.182910988692;81;65619.433;2;810
48;1334;42264.42850980392;5.019607843137255;20756.97205448029;1.3340194313192195;0.4911215598163211;0.2657616835831258;40163.79;256;2155485.854;5;8420
50;1106;15739.707882352945;3.92156862745098;10404.290084685772;1.2303355193588774;0.6610218031016231;0.3137355574365137;25475.06;200;802725.102;4;4014
51;1200;2446.247089304556;2.92156862745098;1871.854111341904;1.0925774527218095;0.7651942109715719;0.373969463683304;11811.625821977384;149;124758.60155453232;3;837
54;1052;1663.457806096205;1.607843137254902;2283.928942706508;1.3576219116167656;1.3730008265532274;0.8443746035665249;6692.637636996231;82;84836.34811090646;2;1035
58;1147;1921.5281764705885;1.4509803921568627;2383.0751508069293;0.7566696898963531;1.240197869585289;0.5214885700637029;5960.61;74;97997.937;1;1324
59;1223;4994.390786488362;2.803921568627451;4138.37936667145;1.1492538073574046;0.828605438298354;0.4098737354911023;13355.45;143;254713.93011090645;3;1781
61;919;1166.9626862745097;1.607843137254902;2179.8754706825566;1.1845409469081094;1.8679907218299647;0.736726686491629;4598.12;82;59515.097;2;726
63;1298;901.0117690551556;1.862745098039216;1178.9747432402037;0.8489901729263362;1.308500936093802;0.4557736717815068;4652.48;95;45951.60022181293;2;484
64;1212;674.1210588235296;1.6666666666666667;976.35636897013;1.2596295751794122;1.4483398140299295;0.7557777451076473;4288.63;85;34380.174;2;404
65;1213;293.05245532966524;1.156862745098039;493.55105863463575;0.9246090853892328;1.6841730879866623;0.7992383619466249;2451.3;59;14945.67522181293;1;253
66;1299;1014.974420463252;2.392156862745098;948.9297566071303;1.0597817015319526;0.9349297257895646;0.44302349818139;5765.74;122;51763.69544362586;2;424
68;902;1717.1982941176473;1.862745098039216;1479.1253045999356;1.0773970084075275;0.8613596400990828;0.5783920781977254;6731.81;95;87577.113;2;922
70;1004;6529.180333333333;1.6274509803921569;7031.9544449260775;1.248371488199334;1.0770041698842256;0.7670716373273015;9542.27;83;332988.197;2;4012
72;1322;2546.1001198216954;2.019607843137255;3605.1443875790446;1.224584763557531;1.4159476131800797;0.6063477955479037;5702.537636996231;103;129851.10611090646;2;1261
73;1326;2804.1489019607848;2.117647058823529;2359.912522159449;1.0128585058838064;0.8415788906606543;0.4782942944451308;6482.086455494346;108;143011.594;2;1324
77;1307;7300.557806096204;4.0588235294117645;3866.873560637336;0.967714104596649;0.5296682340366334;0.2384223156252613;20148.62645549435;207;372328.44811090647;4;1799
81;1170;1797.945557718154;1.7647058823529411;1995.642620637051;0.885171967340079;1.1099572020244053;0.5015974481593781;4848.824092490577;90;91695.22344362586;2;1019
82;1046;360.0693355079699;1.0980392156862746;592.0952923165908;0.8307804032542971;1.6443924375878576;0.7566035815351634;2538.89;56;18363.536110906465;1;328
83;1191;2566.1011808198614;2.2549019607843137;2133.111078192313;0.8448227566750782;0.8312653819483417;0.3746605268732955;7271.88;115;130871.16022181293;2;1138
84;904;594.5961481280848;1.4705882352941178;946.1371358623752;0.9869739849959692;1.5912264800924394;0.671142309797259;3412.7;75;30324.403554532324;1;404
87;1325;2083.97065575737;1.9803921568627447;1681.9293049868468;1.0486218780557914;0.8070791689605578;0.5295021364440134;5450.865273992462;101;106282.50344362586;2;1052
89;1042;1979.728745098039;2.07843137254902;1796.1277526539009;1.1285944755296646;0.9072595208314532;0.5430030023774801;7628.2788184981155;106;100966.166;2;953
90;1043;226.5193180747633;1.1372549019607845;302.4429705609132;0.8489901729263362;1.3351751768080595;0.7465258417110887;3062.216455494346;58;11552.485221812927;1;199
94;1175;319.8266688413032;1.0196078431372548;465.3982021189124;1.067524165130352;1.455157582089695;1.0469948542624608;2409.04;52;16311.160110906463;1;314
96;859;318.9341067377619;1.1372549019607845;437.4430713034255;0.8250965481236061;1.371578210238598;0.7255159302466192;2644.34;58;16265.639443625858;1;280
99;1073;577.3631198216954;1.03921568627451;833.1101176576193;0.9583482522282908;1.4429569348227598;0.9221841672385438;3295.1088184981154;53;29445.519110906465;1;556
101;1015;616.869527201014;1.4705882352941178;592.8332288229658;0.9664976187548646;0.9610350368786889;0.6572183807533079;4974.001729486808;75;31460.345887251715;1;419
102;994;1286.721450980392;1.1176470588235294;2617.5004168992778;0.816016147475757;2.0342401340281726;0.7301197108993616;4882.55;57;65622.794;1;1151
103;1264;2950.029300641557;3.019607843137255;2579.1278231914584;1.1745670875421528;0.8742719343941985;0.3889800095107129;12500.26;154;150451.4943327194;3;977
105;1265;1048.4356318002535;1.392156862745098;1509.2526574653114;1.1327564852614884;1.4395281996223226;0.8136701513850129;5213.55;71;53470.21722181293;1;753
106;971;2426.202196078432;1.6274509803921569;2648.0429025285;1.1655176414576571;1.0914353745160392;0.716161442341452;7928.56;83;123736.312;2;1491
107;1397;9753.51374509804;4.372549019607843;6738.40100106289;1.094728903678449;0.690869073153201;0.2503640093614391;19747.28;223;497429.201;4;2231
108;875;3865.898450980392;1.5294117647058822;4857.086931034696;1.0649495983654924;1.2563927875040115;0.6963131989312835;8177.12;78;197160.821;2;2528
110;1274;3043.529912833967;3.0588235294117645;2107.187670918996;1.0278475510674203;0.6923499131825188;0.3360270840028105;12101.55;156;155220.02555453233;3;995
111;1186;3154.631176470588;1.5294117647058822;2556.4588392689734;0.757705514734335;0.810382797943799;0.4954228365570652;7480.92;78;160886.19;2;2063
112;1277;438.5413572904496;1.392156862745098;612.6331821220456;1.2502548759760792;1.3969792630442686;0.8980704038701415;4354.31;71;22365.60922181293;1;315
114;1035;2415.6512766844403;1.9019607843137252;2695.798251440303;1.2042408722640885;1.1159716128978572;0.6331575720151392;8160.4488184981155;97;123198.21511090646;2;1270
115;1331;5037.5632352941175;2.0588235294117645;5117.244508930316;1.332843047112185;1.0158174240033229;0.6473809085973471;10378.39;105;256915.725;2;2447
116;1101;2386.309725490196;1.6274509803921569;2334.5281248793817;1.1306773954355944;0.9783005533365216;0.6947535803278954;7791.63;83;121701.796;2;1466
119;1116;680.8161916930441;3.333333333333333;577.4172050531482;1.669331203406522;0.8481249595683605;0.5007993610219565;6754.47;170;34721.62577634525;3;204
120;1117;357.7787581458586;1.0588235294117647;1061.1624498443052;1.0082016605001671;2.9659738754297216;0.9521904571390468;1644.21;54;18246.716665438787;1;338
121;1310;4285.334823529412;2.2745098039215685;4397.349227344682;1.1502770339800583;1.0261390086021365;0.5057252476981292;9590.506455494346;116;218552.076;2;1884
122;1256;3695.377549019607;2.627450980392157;5240.736981961878;1.182552904756916;1.4181871574535756;0.4500761055418112;9862.045273992462;134;188464.255;3;1406
124;1154;7675.973294117648;1.5098039215686274;8944.630941640089;0.945992579666624;1.1652764540614875;0.6265665138051665;7500.16;77;391474.638;2;5084
127;992;330.035786488362;1.1764705882352942;480.6098485088668;0.8174566007548334;1.456235560460394;0.6948381106416084;2690.74;60;16831.825110906466;1;281
129;1341;5908.870235294117;1.862745098039216;7905.374052235068;1.0958030451342478;1.3378824948660553;0.5882732137036488;9204.84;95;301352.382;2;3172
130;1018;3497.395607843137;1.3137254901960784;2788.5347395470194;0.9897514047159798;0.7973175048580575;0.7533928603061936;5619.43;67;178367.176;1;2662
132;1333;2429.8488431372552;1.156862745098039;4520.104032217261;1.2707879291149695;1.860240831434276;1.0984777014383635;5615.47;59;123922.291;1;2100
138;1255;4460.073235294118;2.5294117647058822;3707.7385820877967;1.1722276430194023;0.831317870017731;0.4634388356123219;12078.08;129;227463.735;3;1763
139;1145;1408.895137254902;1.9411764705882355;1303.1805237092522;1.0660537454721943;0.924966301075022;0.5491792022129486;6723.206455494346;99;71853.652;2;726
141;1137;1369.6159673082234;2.8823529411764706;748.266198790266;1.0516094108276022;0.5463328528951601;0.3648440813075354;10761.59;147;69850.41433271939;3;475
142;1267;452.7396927984194;1.3333333333333333;599.4642018283665;1.0519822558706335;1.324081390175956;0.7889866919029752;4367.01;68;23089.724332719397;1;340
145;1308;3851.188533761037;4.0;4526.800823223726;1.4422205101855958;1.175429554679031;0.3605551275463989;16144.771729486809;204;196410.6152218129;4;963
147;1266;1665.3133725490195;2.176470588235294;2159.5896353538;1.3222084911683356;1.2968067577865026;0.607501198644911;8647.3;111;84930.982;2;765
148;1305;3715.569220035548;2.0588235294117645;5718.1776717378425;1.2395445083720449;1.5389775652418436;0.6020644754949933;7093.81;105;189494.0302218129;2;1805
149;1304;3646.658254901961;2.176470588235294;3542.5599508229457;1.1261595331557812;0.9714537812971415;0.5174246503688725;7853.08;111;185979.571;2;1675
150;1235;3947.4732810337136;2.3529411764705883;3641.1788048474536;1.1103788436702982;0.9224074605753756;0.4719110085598767;7742.83;120;201321.1373327194;2;1678
151;1288;4911.26029846692;2.6666666666666665;4953.677320095558;1.0893423092245462;1.0086366877442594;0.4085033659592048;9552.08;136;250474.2752218129;3;1842
152;1293;6366.962143778813;3.5294117647058822;4160.771512637191;1.1550401062555462;0.6534939926889152;0.3272613634390714;12987.06;180;324715.0693327194;4;1804
153;1317;6861.549509803922;2.450980392156863;5564.672967484114;0.9233358108553156;0.8109936333670983;0.3767210108289687;10368.27;125;349939.025;2;2800
154;1332;986.136572976724;2.392156862745098;1313.5069659748633;1.9501633918474528;1.33197267190887;0.8152322375755745;5942.08;122;50292.96522181293;2;412
156;1130;638.4449803921568;1.5490196078431373;701.524527823753;1.0259381168510326;1.0988018535173547;0.6623144804987678;3904.15;79;32560.694;2;412
157;676;233.2296993223292;1.03921568627451;515.2524491035338;0.9156589826725992;2.209205991349508;0.8811058135151426;1815.52;53;11894.714665438789;1;224
158;1294;562.9480609981659;1.5490196078431373;844.9240159341664;1.2216992345122606;1.5008915999035994;0.7886919108876619;3940.27;79;28710.351110906464;2;363
163;1328;3924.9073137254895;2.235294117647059;3397.917937783781;0.9713544212926124;0.865732020193492;0.4345532937361687;11108.25527399246;114;200170.273;2;1756
168;1290;415.83893026717374;1.6274509803921569;499.06167217824753;0.847603310841233;1.200132156596314;0.5208164922036492;4681.522277471731;83;21207.785443625857;2;256
169;1292;2727.1688039215687;2.6862745098039214;1969.89540407044;0.8600045599514313;0.7223225057568136;0.3201476829016277;9915.768818498116;137;139085.609;3;1015
172;1250;2510.328235294118;2.647058823529412;1917.8827023556848;1.0737509843863189;0.7639967855163687;0.4056392607681648;10374.91;135;128026.74;3;948
175;961;972.590117647059;1.0588235294117647;1659.1938375874065;1.0471249152967823;1.7059538314057885;0.9889513088914056;4310.46;54;49602.096;1;919
176;1335;1237.4480392156863;1.2941176470588236;1835.322562208496;1.1712235934621331;1.4831512144718024;0.9050364131298304;5208.74;66;63109.85;1;956
178;889;505.0912570765973;1.03921568627451;594.7393261213871;0.823669455879614;1.1774888553083678;0.7925875896200059;3614.6;53;25759.654110906464;1;486
180;1262;502.7273986807724;1.2745098039215683;632.3533375038904;0.8961792537779263;1.2578453833295635;0.7031560298872961;3802.4;65;25639.097332719397;1;394
181;1153;1133.2030043492732;1.3725490196078431;1664.7700785135703;0.9992153784590284;1.4690837141484128;0.7279997757344351;4862.77;70;57793.353221812926;1;826
182;1076;807.7956797144859;1.7254901960784317;892.2573235723984;0.8019583872633048;1.104558177245718;0.4647713380730516;5380.974640475501;88;41197.57966543879;2;468
183;1263;9282.683666666668;2.117647058823529;5818.942320399754;0.6825557507934252;0.626859917816125;0.3223179934302286;13660.08;108;473416.867;2;4383
184;1174;787.7100413903228;1.588235294117647;665.2399617480974;0.8526774440135095;0.8445239070127081;0.5368709832677653;5056.235273992462;81;40173.21211090646;2;496
187;1257;2379.518607843137;1.5490196078431373;2672.7122235333163;1.1715583722580123;1.1232155170897942;0.7563224934830206;5464.32;79;121355.449;2;1536
189;1197;828.8262614258704;1.7843137254901962;667.8065182163114;0.8321953013613109;0.8057255775986769;0.4663951688948006;5550.422910988693;91;42270.1393327194;2;465
192;979;4389.275058823529;1.3333333333333333;5684.277325636091;0.886942313043338;1.2950378478125415;0.6652067347825036;6962.2300000000005;68;223853.028;1;3292
194;1316;3277.70696295895;2.07843137254902;2672.633000202157;1.1285944755296646;0.8153971756491121;0.5430030023774801;7392.78;106;167163.05511090645;2;1577
195;1088;1177.7141176470589;1.5098039215686274;1038.0923990162464;0.9246090853892328;0.8814468498435248;0.6124034201928685;4505.26;77;60063.42;2;780
198;954;1783.66231372549;1.0784313725490196;1872.400942458997;0.8681736520973662;1.0497508009507477;0.8050337501266487;5138.62;55;90966.778;1;1654
202;1168;2695.5280784313727;1.2549019607843137;1618.8342181087953;0.5601120336112039;0.6005629216264201;0.4463392767839281;6369.61;64;137471.932;1;2148
207;1202;645.8469477003803;1.03921568627451;1047.2692229944023;0.9583482522282908;1.6215439690832896;0.922184167238544;3837.21;53;32938.194332719395;1;621
209;1236;681.3524204632521;2.215686274509804;769.6064287674944;0.9447481249559816;1.1295276947049493;0.4263907466615492;6566.613458973616;113;34748.97344362586;2;308
216;1233;666.6191786452248;2.117647058823529;652.6298414602371;1.1071957157346557;0.9790144993826636;0.5228424213191429;4897.36;108;33997.57811090646;2;315
217;863;560.4732549019608;1.1176470588235294;642.3482784066863;1.0324157849147682;1.1460819455498323;0.9237404391342662;3196.29;57;28584.136;1;501
218;1021;537.9791002138523;1.6274509803921569;573.5751428835503;0.9583482522282908;1.0661662184563454;0.5888645887185883;4082.94;83;27436.934110906463;2;331
224;1254;760.2541612120181;1.4705882352941178;907.584187689028;1.238595029482528;1.1937904900673382;0.8422446200481188;3941.54;75;38772.96222181293;1;517
225;996;941.8234182886156;1.6862745098039216;1120.3473573037502;1.067524165130352;1.1895513910022857;0.6330666560656738;5404.031729486808;86;48032.99433271939;2;559
226;1006;1812.785747272676;1.96078431372549;1838.8879133701932;1.148229668902968;1.0143989250449417;0.5855971311405137;7713.0;100;92452.07311090648;2;925
227;1187;1606.8544705882352;1.2941176470588236;2669.343164120008;1.0448754499376245;1.661222726127039;0.8074037567699823;5300.36;66;81949.57800000001;1;1242
228;1251;615.6350392156862;1.1176470588235294;1093.2052955352156;0.9305279968604796;1.7757359895043494;0.8325776814014816;3894.56;57;31397.387;1;551
230;1146;283.7974945453516;1.0784313725490196;420.23907519452337;0.7960687722779223;1.4807709133153326;0.7381728615668007;3462.405273992462;55;14473.672221812927;1;263
233;1163;336.2668670943712;1.3333333333333333;471.04714115379136;1.0327955589886446;1.400813423053051;0.7745966692414835;3758.93;68;17149.610221812927;1;252
234;1318;1385.9214705882357;2.1372549019607843;1195.5723733533216;0.8948655282920949;0.8626552071856404;0.4186985499348334;7080.557636996231;109;70681.995;2;648
235;1279;4159.28659040993;1.588235294117647;6363.927704786397;0.9203579866168444;1.5300527065049352;0.5794846582402354;7675.84;81;212123.61611090647;2;2619
240;1136;1591.479771229792;1.862745098039216;3590.1493845864843;0.9801960588196068;2.255856121760348;0.5262105157873679;5255.96;95;81165.46833271939;2;854
243;1241;478.8411612120182;1.2352941176470589;652.3456124754947;0.9505416412576072;1.3623423910014565;0.7694860905418726;3727.274092490577;63;24420.899221812928;1;388
245;1339;3268.9229215686278;1.2745098039215683;3420.501653304806;0.7766191182954233;1.046369625522844;0.6093473082010245;6062.34;65;166715.069;1;2565
249;1002;755.2435141531947;1.196078431372549;1413.7818017795903;0.959575069353873;1.8719549063122665;0.8022676809352054;3898.115273992461;61;38517.41922181293;1;631
250;1314;1613.6999019607845;1.0196078431372548;2303.36832196762;1.0486218780557914;1.4273833190228424;1.0284560727085648;4754.61;52;82298.695;1;1583
258;1239;2776.880137254902;1.0784313725490196;2853.6509080985293;0.5601120336112039;1.027646411457831;0.5193766129849345;5777.27;55;141620.887;1;2575
262;1243;3108.554960784314;1.568627450980392;4611.63929150096;0.8776081576827852;1.483531528211232;0.5594752005227756;6379.445273992462;80;158536.303;2;1982
263;1244;508.6314575043018;1.3333333333333333;597.4670486336826;0.993310961716756;1.1746561086985647;0.7449832212875671;4269.54;68;25940.204332719397;1;381
266;1278;1773.5650217824796;1.9803921568627447;1795.0438312494475;1.1574142919185224;1.0121105283444198;0.5844369196816301;7617.18;101;90451.81611090648;2;896
267;1110;4680.2913943315;2.07843137254902;5467.417172833233;1.1285944755296644;1.1681787974686908;0.54300300237748;10039.96;106;238694.86111090647;2;2252
271;1081;761.8536666666666;1.2352941176470589;986.5895865438204;0.9713544212926124;1.294985677315749;0.7863345315225909;4771.788818498116;63;38854.537;1;617
279;1232;711.559862745098;1.156862745098039;994.7745790191872;0.758222896504922;1.398019521760947;0.6554130122330681;3367.91;59;36289.553;1;615
294;1214;898.2859433511072;1.6862745098039216;1107.2868663239578;1.240809350036199;1.2326663625539556;0.7358288006028622;4456.73;86;45812.58311090647;2;533
300;1287;6496.001549019609;3.411764705882353;6147.087941965721;1.6146389142868482;0.9462879427566412;0.4732562334978693;16009.06936648304;174;331296.079;3;1904
306;1083;2035.0570021746369;1.8823529411764703;1659.8685192384269;0.8401680504168059;0.8156373592802127;0.4463392767839281;7115.665273992462;96;103787.90711090648;2;1081
309;1085;512.1591786452248;1.2352941176470589;509.2590806866596;0.90748521297303;0.9943375066200384;0.7346308866924528;3967.078184981154;63;26120.118110906464;1;415
310;978;855.4911241709684;1.7254901960784317;711.6390412998809;0.9813955649492008;0.8318485384515352;0.5687633387773776;6348.414092490577;88;43630.04733271939;2;496
313;1311;1569.6005490196078;1.6274509803921569;1998.223937279216;1.2159076332308387;1.273078006074432;0.7471239674069009;5899.577636996231;83;80049.628;2;964
322;1089;1022.1183333333336;1.0196078431372548;1329.306346270214;0.8600045599514313;1.3005405567230934;0.8434660107215962;3274.02;52;52128.035;1;1002
324;1019;4128.38965575737;2.6666666666666665;3863.494985949524;1.6812693617224654;0.93583583627131;0.6304760106459246;9264.6;136;210547.87244362585;3;1548
343;1001;1066.635492370715;1.3137254901960784;1463.4247961562382;0.9053219555148628;1.3720008443593184;0.6891256676307164;4916.43;67;54398.41011090647;1;812
345;1248;1056.4345511942445;1.4509803921568627;1287.4257954102827;0.9014150096419756;1.218651731860639;0.6212454796181185;4873.635273992461;74;53878.16211090647;1;728
348;1303;1288.6973943314997;1.7647058823529411;1470.7893959250032;0.9074852129730302;1.1412992704062712;0.5142416206847171;4600.052910988692;90;65723.56711090646;2;730
357;777;741.8908845275777;1.0980392156862746;925.3145037726003;0.9220607780571588;1.2472380009923203;0.8397339228734837;4250.207636996231;56;37836.43511090647;1;676
380;1289;1034.9349280925371;1.4901960784313726;1101.077020032417;0.966903284090148;1.0639094209157525;0.6488429932710205;4170.93;76;52781.6813327194;1;694
396;1249;2565.451980392157;1.1764705882352942;3708.189573323498;1.1437811390810948;1.4454332420428546;0.9722139682189306;5800.15;60;130838.051;1;2181
397;958;817.510766880519;1.0;1295.8549907472122;0.848528137423857;1.5851228427143202;0.848528137423857;2944.63;51;41693.04911090646;1;818
402;1036;3702.2512156862754;1.862745098039216;3797.674897880377;1.216874814319653;1.0257745022244291;0.6532696371610769;9668.296455494346;95;188814.812;2;1988
403;1139;897.4193725490197;1.0196078431372548;1140.656120236506;0.9484765907165316;1.2710402239218432;0.9302366562796752;4333.4;52;45768.388;1;880
414;1125;659.7901655612912;1.6862745098039216;723.915185330939;1.1745670875421528;1.0971900205804006;0.6965455984261604;4088.74;86;33649.298443625856;2;391
415;885;433.6533943314993;1.0784313725490196;509.087201665737;0.9130856970712434;1.1739495373961573;0.8466794645569712;2767.2200000000003;55;22116.323110906465;1;402
436;1260;1259.5561198216956;1.03921568627451;1646.9476271334174;0.6916873372767638;1.3075619269481709;0.6655859283229236;4237.48;53;64237.36211090646;1;1212
449;1017;926.133594759204;1.0980392156862746;1335.5673391566072;0.9644667326721916;1.4420892911285188;0.8783536315407457;4375.965273992461;56;47232.813332719394;1;843
527;1229;1639.029832227958;1.3333333333333333;1906.774862382624;1.1430952132988164;1.1633558004192737;0.8573214099741123;5399.5;68;83590.52144362585;1;1229
543;795;415.72964923346;1.156862745098039;714.1761755799139;0.945992579666624;1.7178860754741507;0.8177223993728443;2785.31;59;21202.212110906465;1;359
544;959;594.6917472726758;1.156862745098039;835.0277776852158;0.8572642304355838;1.4041354727297772;0.7410250127494028;3154.84;59;30329.279110906464;1;514
546;1201;423.7328431372549;1.0588235294117647;603.0081950982546;1.0660537454721943;1.4230858071648913;1.0068285373904058;3843.465273992462;54;21610.375;1;400
567;1138;642.4528300533215;1.431372549019608;709.3299628818388;1.1358679845965254;1.1040965650707255;0.7935516056770245;5166.54;73;32765.094332719396;1;449
600;1301;507.4074073793187;1.1176470588235294;1031.853730964226;1.142752096012594;2.033580345808493;1.0224624016954786;2473.89;57;25877.77777634525;1;454
703;1149;5894.223862745098;2.2549019607843137;5452.634531801808;1.2937254307603596;0.9250810045179332;0.5737391040763334;12402.93;115;300605.417;2;2614
803;882;1844.8443180747636;1.607843137254902;3113.276187986929;1.9295432762449152;1.6875549646573271;1.2000817937620814;6007.790547984923;82;94087.06022181294;2;1147
